Amazon 出品サービス、フルフィルメント by Amazon (FBA) ,,,,,,,,,,,,,,,,,,,,,,,,,,
指定のない場合、単位は円,,,,,,,,,,,,,,,,,,,,,,,,,,
定義：,,,,,,,,,,,,,,,,,,,,,,,,,,
販売手数料：カテゴリー成約料と販売手数料が含まれます。,,,,,,,,,,,,,,,,,,,,,,,,,,
トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料,,,,,,,,,,,,,,,,,,,,,,,,,,
その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,
日付/時間,決済番号,トランザクションの種類,注文番号,SKU,説明,数量,Amazon 出品サービス,フルフィルメント,市町村,都道府県,郵便番号,税金徴収型,商品売上,商品の売上税,配送料,配送料の税金,ギフト包装手数料,ギフト包装クレジットの税金,Amazonポイントの費用,プロモーション割引額,プロモーション割引の税金,手数料,FBA 手数料,トランザクションに関するその他の手数料,その他,合計
2020/10/20 01:06:45JST,10740428243,注文,250-6009219-6999054,oc-20200828-16-00176-o-so,妖怪ウォッチ 妖怪メダルトレジャー04 巨石文明の二つの奇跡(BOX),1,amazon.jp,Amazon,,千葉県,283-0102,,909,91,0,0,0,0,0,0,0,-110,-421,0,0,469
2020/10/20 01:15:34JST,10740428243,注文,249-5168625-5826267,ps-20200627-11-14000-o-so,Windowsスマホ HP Elite x3,1,amazon.jp,Amazon,,京都府,607-8081,,"18,000.00","1,800.00",0,0,0,0,0,0,0,"-1,742.00",-421,0,0,"17,637.00"
2020/10/20 06:24:53JST,10740428243,注文,250-2319585-2449463,oc-20200614-07-01000-o-so,トランスフォーマー SS-24 ボーンクラッシャー,1,amazon.jp,Amazon,,宮城県,982-0804,,"1,882.00",188,0,0,0,0,0,0,0,-228,-421,0,0,"1,421.00"
2020/10/20 06:36:50JST,10740428243,注文,250-5722842-5875829,rs-20200904-29-02640-o-so,ねんどろいど ゾンビランドサガ 源さくら ノンスケール ABS&PVC製 塗装済み可動フィギュア,1,amazon.jp,Amazon,,福岡県,811-4177,,"3,618.00",362,409,41,0,0,0,-409,-41,-438,-421,0,0,"3,121.00"
2020/10/20 06:37:31JST,10740428243,注文,250-9089172-8710254,rs-20200904-29-02640-o-so,ねんどろいど ゾンビランドサガ 源さくら ノンスケール ABS&PVC製 塗装済み可動フィギュア,1,amazon.jp,Amazon,,三重県,510-8026,,"3,618.00",362,0,0,0,0,0,0,0,-438,-421,0,0,"3,121.00"
2020/10/20 06:46:10JST,10740428243,注文,249-4386867-1330257,au-20201001-01-02980-o-so,フレームアームズ・ガール レティシア 全高150mm NONスケール プラモデル,1,amazon.jp,Amazon,,東京都,201-0012,,"3,891.00",389,0,0,0,0,0,0,0,-471,-421,0,0,"3,388.00"
2020/10/20 06:53:39JST,10740428243,注文,250-7517711-5042207,wm-20200721-18-00330-o-so,NINTENDO GAMECUBE オレンジ【メーカー生産終了】,1,amazon.jp,Amazon,,滋賀県,520-2276,,"2,709.00",271,464,46,0,0,0,0,0,-262,"-1,307.00",0,300,"2,251.00"
2020/10/20 09:35:25JST,10740428243,注文,249-2459422-2419859,at-20201113-14-00090-o-so,ELECOM PS Vita カードケース 4枚収納 【PlayStation オフィシャルライセンス】 ブラック GM-VITACM1BK,1,amazon.jp,出品者,,三重県,510-0891,,618,62,0,0,0,0,0,0,0,-112,0,0,0,568
2020/10/20 10:17:46JST,10740428243,注文,503-1607016-7469433,ps-20200201-18-00300-o-so,【アウトレット】 スタイラス デジタイザー タッチペン　N-trig [LS04-A09],1,amazon.jp,Amazon,,青森県,038-0011,,"1,045.00",105,0,0,0,0,0,0,0,-127,-282,0,0,741
2020/10/20 12:18:28JST,10740428243,振込み,,,次が末尾の口座へ： 4078,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-412,925.00","-412,925.00"
2020/10/20 12:36:00JST,10740428243,注文,250-1257946-1579818,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,千葉県,286-0035,,"5,164.00",516,0,0,0,0,0,0,0,-499,-467,0,0,"4,714.00"
2020/10/20 14:39:22JST,10740428243,注文,250-4515146-1151037,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,群馬県,372-0031,,"5,431.00",543,373,37,0,0,0,-373,-37,-526,-421,0,0,"5,027.00"
2020/10/20 15:07:35JST,10740428243,注文,503-7379345-7346230,au-20201001-09-04980-o-so,SSSS.GRIDMAN 超合体超人 DXフルパワーグリッドマン ノンスケール ABS&PVC製 塗装済み合体トイ 二次受注分,1,amazon.jp,Amazon,,愛媛県,790-0911,,"8,364.00",836,0,0,0,0,0,0,0,"-1,012.00",-548,0,0,"7,640.00"
2020/10/20 15:56:11JST,10740428243,注文,249-0295897-5277461,au-20201001-01-02980-o-so,フレームアームズ・ガール レティシア 全高150mm NONスケール プラモデル,1,amazon.jp,Amazon,,宮城県,986-2135,,"3,891.00",389,0,0,0,0,0,0,0,-471,-421,0,0,"3,388.00"
2020/10/20 16:01:02JST,10740428243,注文,503-7910253-7976650,wm-20200721-06-01760-o-so,NINTENDO GAMECUBE本体 バイオレット,1,amazon.jp,Amazon,,北海道,080-0056,,"2,709.00",271,0,0,0,0,0,0,0,-262,-421,0,0,"2,297.00"
2020/10/20 17:17:00JST,10740428243,注文,249-3824145-8715844,rs-20200828-11-01800-o-so,ねんどろいど ラブライブ！ 東條希 ノンスケール ABS&PVC製 塗装済み可動フィギュア,1,amazon.jp,Amazon,,埼玉県,359-1131,,"2,608.00",261,373,37,322,32,0,-373,-37,-316,-775,0,0,"2,132.00"
2020/10/20 17:40:21JST,10740428243,注文,250-0683018-5323065,ps-20200201-18-00300-o-so,【アウトレット】 スタイラス デジタイザー タッチペン　N-trig [LS04-A09],1,amazon.jp,Amazon,,鹿児島県,895-1502,,"1,045.00",105,0,0,0,0,0,0,0,-127,-282,0,0,741
2020/10/20 17:42:41JST,10740428243,注文,503-5771911-2889444,wm-20200614-06-01500-o-so,PlayStation 2 AQUA 【メーカー生産終了】,1,amazon.jp,Amazon,,愛知県,489-0924,,"4,309.00",431,0,0,0,0,0,0,0,-417,-548,0,0,"3,775.00"
2020/10/20 21:58:48JST,10740428243,注文,249-2908388-4320668,wm-20200425-02-01100-o-sow,Wii U プレミアムセット shiro (WUP-S-WAFC),1,amazon.jp,Amazon,,東京都,125-0062,,"3,891.00",389,0,0,0,0,0,0,0,-376,-467,0,0,"3,437.00"
2020/10/20 23:39:34JST,10740428243,注文,249-3471731-6568663,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,東京都,198-0036,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/21 02:19:58JST,10740428243,注文,503-2324347-3807814,wm-20200425-02-01100-o-sow,Wii U プレミアムセット shiro (WUP-S-WAFC),1,amazon.jp,Amazon,,愛知県,463-0079,,"3,891.00",389,464,46,0,0,0,0,0,-376,"-1,307.00",0,300,"3,437.00"
2020/10/21 11:41:45JST,10740428243,注文,249-1555630-0456623,te-20200904-03-00300-o-so,Digio2 有線マウス 3ボタン Blue LED 2Wayコネクタ(USB、microUSB) 巻取収納 ゴールド MUS-UKT122GL,1,amazon.jp,Amazon,,東京都,182-0026,,"1,582.00",158,0,0,0,0,0,0,0,-191,-421,0,0,"1,128.00"
2020/10/21 12:00:23JST,10740428243,注文,250-9806524-1683815,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,神奈川県,252-0314,,"2,964.00",296,373,37,0,0,0,-373,-37,-287,-467,0,0,"2,506.00"
2020/10/21 13:00:17JST,10740428243,注文,249-5493501-8167034,rs-20200904-32-02640-o-so,ねんどろいど アベンジャーズ/エンドゲーム ソー エンドゲームVer. ノンスケール ABS&PVC製 塗装済み可動フィギュ,1,amazon.jp,Amazon,,愛知県,446-0001,,"3,855.00",385,0,0,0,0,0,0,0,-466,-421,0,0,"3,353.00"
2020/10/21 13:57:01JST,10740428243,注文,249-5087781-4853424,gf-20191130-03-13200-o-so,MG 1/100 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ 機動戦士ガンダムUC(ユニコーン),1,amazon.jp,Amazon,,岡山県,700-0803,,"16,273.00","1,627.00",0,0,0,0,0,0,0,"-1,969.00",-975,0,0,"14,956.00"
2020/10/21 14:07:10JST,10740428243,注文,250-3636299-7066203,gf-20200809-02-00330-o-so,1/2400 ホワイトベース (機動戦士ガンダム),1,amazon.jp,Amazon,,千葉県,277-0872,,727,73,124,12,0,0,0,-124,-12,-88,-421,0,0,291
2020/10/21 15:18:49JST,10740428243,注文,250-1118779-9010212,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,5,amazon.jp,Amazon,,埼玉県,330-0856,,"13,545.00","1,355.00",375,35,0,0,-5,-375,-35,"-1,309.00","-3,560.00",0,0,"10,026.00"
2020/10/21 17:31:27JST,10740428243,注文,249-1689536-4809404,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,東京都,140-0004,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/21 17:33:31JST,10740428243,注文,503-4393188-1242241,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,神奈川県,250-0113,,"1,718.00",172,464,46,0,0,0,0,0,-166,-931,0,0,"1,303.00"
2020/10/21 17:34:41JST,10740428243,注文,503-0330388-0887820,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,愛知県,454-0976,,"2,945.00",295,0,0,0,0,0,0,0,-285,-467,0,0,"2,488.00"
2020/10/21 20:22:32JST,10740428243,注文,249-8690089-7835867,ap-20200516-16-00300-o-so,SONY RC-S320 非接触ICカードリーダ/ライタ PaSoRi 「パソリ」,1,amazon.jp,Amazon,,埼玉県,331-0047,,618,62,0,0,0,0,0,0,0,-59,-381,0,0,240
2020/10/22 00:31:25JST,10740428243,注文,250-3652743-8394213,tm-20200904-05-00638-o-so,エレコム 自撮り棒 セルカ棒 Bluetooth リモコン付 ブラック P-SSBBK,1,amazon.jp,Amazon,,千葉県,266-0033,,"1,536.00",154,0,0,0,0,0,0,0,-149,-421,0,0,"1,120.00"
2020/10/22 03:36:09JST,10740428243,注文,249-5454186-8586224,oc-20200828-16-00176-o-so,妖怪ウォッチ 妖怪メダルトレジャー04 巨石文明の二つの奇跡(BOX),1,amazon.jp,Amazon,,新潟県,945-0823,,909,91,0,0,0,0,0,0,0,-220,-421,0,0,359
2020/10/22 03:36:09JST,10740428243,注文,249-5454186-8586224,oc-20200828-16-00176-o-so,妖怪ウォッチ 妖怪メダルトレジャー04 巨石文明の二つの奇跡(BOX),1,amazon.jp,Amazon,,新潟県,945-0823,,909,91,0,0,0,0,0,0,0,0,-421,0,0,579
2020/10/22 03:49:11JST,10740428243,注文,503-3480182-4052609,gf-20190927-50-03740-o-so,HG 1/144 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ(デストロイモード) 機動戦士ガンダムU,1,amazon.jp,Amazon,,福島県,961-0885,,"4,982.00",498,0,0,0,0,0,0,0,-603,-797,0,300,"4,410.00"
2020/10/22 04:25:15JST,10740428243,注文,250-4253865-9289410,gf-20190927-50-03740-o-so,HG 1/144 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ(デストロイモード) 機動戦士ガンダムU,1,amazon.jp,Amazon,,滋賀県,526-0064,,"4,982.00",498,0,0,322,32,0,0,0,-603,-821,0,0,"4,410.00"
2020/10/22 06:19:49JST,10740428243,注文,250-0000993-2351032,au-20201001-01-02980-o-so,フレームアームズ・ガール レティシア 全高150mm NONスケール プラモデル,1,amazon.jp,Amazon,,静岡県,432-8062,,"3,891.00",389,0,0,0,0,0,0,0,-942,-421,0,0,"2,917.00"
2020/10/22 06:19:49JST,10740428243,注文,250-0000993-2351032,au-20201001-01-02980-o-so,フレームアームズ・ガール レティシア 全高150mm NONスケール プラモデル,1,amazon.jp,Amazon,,静岡県,432-8062,,"3,891.00",389,0,0,0,0,0,0,0,0,-421,0,0,"3,859.00"
2020/10/22 06:23:49JST,10740428243,注文,249-1543943-9001414,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,奈良県,631-0805,,"5,164.00",516,373,37,0,0,0,-373,-37,-499,-467,0,0,"4,714.00"
2020/10/22 06:32:22JST,10740428243,注文,503-2552136-3179838,wm-20200721-06-01760-o-so,NINTENDO GAMECUBE本体 バイオレット,1,amazon.jp,Amazon,,埼玉県,354-0018,,"2,709.00",271,0,0,0,0,0,0,0,-262,-421,0,0,"2,297.00"
2020/10/22 06:34:20JST,10740428243,注文,503-2874702-5335851,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,大阪府,575-0002,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/22 08:41:37JST,10740428243,注文,249-7773922-8719047,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,鹿児島県,899-3101,,"1,718.00",172,409,41,0,0,0,-409,-41,-166,-421,0,0,"1,303.00"
2020/10/22 12:23:19JST,10740428243,注文,250-5228545-7111032,wm-20200721-21-04800-o-so,【国内正規品】密閉型 ゲーミングヘッドセット SteelSeries Siberia 650 white 51192,1,amazon.jp,Amazon,,愛知県,444-3623,,"19,818.00","1,982.00",0,0,0,0,0,0,0,"-2,398.00",-467,0,0,"18,935.00"
2020/10/22 13:54:59JST,10740428243,注文,249-0158308-6783813,wm-20200425-02-01100-o-sow,Wii U プレミアムセット shiro (WUP-S-WAFC),1,amazon.jp,Amazon,,広島県,730-0824,,"3,891.00",389,0,0,0,0,0,0,0,-376,-467,0,0,"3,437.00"
2020/10/22 16:01:33JST,10740428243,FBA 在庫関連の手数料,,,納品不備受領作業手数料 - 商品ラベルがありません,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-102,-102
2020/10/22 17:13:57JST,10740428243,注文,250-9508318-5767002,wm-20200721-16-00330-o-so,ゲームボーイプレーヤー オレンジ,1,amazon.jp,Amazon,,東京都,175-0094,,"2,255.00",225,0,0,0,0,0,0,0,-409,-421,0,0,"1,650.00"
2020/10/22 17:16:19JST,10740428243,注文,250-1613092-8996633,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,兵庫県,651-2243,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/22 17:25:05JST,10740428243,注文,249-9063074-2801420,gf-20200809-01-07700-o-so,RG ペルフェクティビリティ 1/144 ユニコーンガンダム リアルグレード ガンダムベース限定UCガンプラ,1,amazon.jp,Amazon,,東京都,116-0013,,"9,900.00",990,0,0,322,32,0,0,0,"-1,198.00",-821,0,0,"9,225.00"
2020/10/22 17:43:22JST,10740428243,注文,250-5326884-2081447,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,東京都,164-0002,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/22 17:45:20JST,10740428243,注文,250-0240983-5027829,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,静岡県,412-0046,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/22 18:28:37JST,10740428243,注文,503-4331036-0651024,tz-20200828-08-00140-o-so,ディズニー ドアラブル ルームドアセット アリス ティーカップドア,1,amazon.jp,Amazon,,Hyogo-ken,658-0064,,696,70,0,0,0,0,0,0,0,-85,-421,0,0,260
2020/10/23 00:19:25JST,10740428243,注文,250-7387316-3954265,si-20200904-48-00780-o-so,Digio2 無線 5ボタン Blue LED マウス オートスピードコントロール レッド 48327,1,amazon.jp,Amazon,,東京都,142-0062,,"1,618.00",162,0,0,0,0,0,0,0,-196,-421,0,0,"1,163.00"
2020/10/23 00:56:20JST,10740428243,注文,249-2135589-7957451,rs-20200926-12-00515-o-so,魔法少女まどか☆マギカ プロダクションノート （PUELLA MAGI MADOKA MAGICA PRODUCTION NOTE）,1,amazon.jp,Amazon,,愛知県,495-0012,,"2,855.00",285,0,0,0,0,0,0,0,-606,-421,0,0,"2,113.00"
2020/10/23 02:30:42JST,10740428243,注文,503-6294877-2728665,au-20201001-03-09680-o-so,食戟のソーマ 薙切えりな ノンスケール ABS&PVC製 塗装済み完成品フィギュア,1,amazon.jp,Amazon,,東京都,143-0011,,"10,455.00","1,045.00",0,0,0,0,0,0,0,"-1,265.00",-421,0,0,"9,814.00"
2020/10/23 03:33:57JST,10740428243,注文,249-0059921-7687802,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,山口県,742-0033,,"5,164.00",516,373,37,0,0,0,-373,-37,-499,-467,0,0,"4,714.00"
2020/10/23 12:03:50JST,10740428243,注文,250-6049606-3954232,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,岐阜県,501-6022,,"3,545.00",355,373,37,0,0,0,-373,-37,-343,-797,0,300,"3,090.00"
2020/10/23 12:05:35JST,10740428243,注文,250-2095106-7478228,wm-20200501-03-01500-o-so,PlayStation 2 サテンシルバー SCPH-50000 TSS 【メーカー生産終了】,1,amazon.jp,Amazon,,新潟県,959-1705,,"3,582.00",358,0,0,0,0,0,0,0,-347,-548,0,0,"3,045.00"
2020/10/23 14:25:17JST,10740428243,注文,250-1953993-5791868,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,広島県,720-0831,,"2,709.00",271,373,37,0,0,-1,-373,-37,-262,-712,0,0,"2,005.00"
2020/10/23 16:46:41JST,10740428243,注文,249-3146004-8041448,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,大阪府,546-0022,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/23 17:15:37JST,10740428243,注文,503-8480563-0761404,rs-20200904-33-01936-o-so,モーレツ宇宙海賊 ねんどろいど 加藤茉莉香 (ノンスケール ABS&PVC塗装済み可動フィギュア),1,amazon.jp,Amazon,,愛知県,453-0849,,"2,000.00",200,0,0,0,0,0,0,0,-242,-421,0,0,"1,537.00"
2020/10/23 17:31:23JST,10740428243,注文,503-4697413-6457458,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,山口県,744-0061,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/23 17:31:32JST,10740428243,注文,250-7027222-5965453,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,埼玉県,330-0856,,"2,709.00",271,373,37,0,0,-1,-373,-37,-262,-712,0,0,"2,005.00"
2020/10/23 17:33:28JST,10740428243,注文,250-8697979-1697457,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,東京都,190-0004,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/23 22:22:18JST,10740428243,注文,249-8840492-3404614,au-20201001-15-01200-o-so,一番くじ 鬼滅の刃 弐 B賞 竈門炭治郎 フィギュア,1,amazon.jp,Amazon,,大阪府,567-0851,,"2,268.00",227,0,0,0,0,0,0,0,-275,-467,0,0,"1,753.00"
2020/10/23 22:52:37JST,10740428243,注文,249-5231530-3627810,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,三重県,510-8121,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/23 23:25:24JST,10740428243,注文,249-5184817-0943055,tz-20200828-15-00120-o-so,仮面ライダージオウ DXファイズライドウォッチ,1,amazon.jp,Amazon,,大阪府,562-0004,,591,59,0,0,0,0,0,0,0,-72,-421,0,0,157
2020/10/24 00:22:23JST,10740428243,注文,503-1204642-3598263,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,大阪府,531-0064,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/24 11:06:06JST,10740428243,注文,249-7057570-1698236,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,愛知県,467-0024,,"3,545.00",355,125,12,0,0,0,-125,-12,-343,-467,0,0,"3,090.00"
2020/10/24 15:05:40JST,10740428243,注文,249-9128317-9674224,wm-20200501-03-01500-o-so,PlayStation 2 サテンシルバー SCPH-50000 TSS 【メーカー生産終了】,1,amazon.jp,Amazon,,福岡県,829-0301,,"3,573.00",357,0,0,0,0,0,0,0,-345,-548,0,0,"3,037.00"
2020/10/24 16:28:12JST,10740428243,注文,503-4979946-0487061,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,鹿児島県,892-0813,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/24 17:01:48JST,10740428243,注文,249-8799705-9432668,us-20200801-09-00150-o-so,brother 廃トナーボックス WT-223CL,1,amazon.jp,Amazon,,埼玉県,330-0803,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/24 17:13:43JST,10740428243,注文,249-6218564-1279011,te-20200926-17-00500-o-so,エレコム カメラバッグ ボディバッグ offtoco ショルダーバッグ 斜めがけ [ 参考収容寸法(カメラ収納部):90×65×190m,1,amazon.jp,Amazon,,東京都,166-0012,,"1,800.00",180,0,0,0,0,0,0,0,-218,-421,0,0,"1,341.00"
2020/10/25 03:37:17JST,10740428243,注文,250-2606383-3963051,tm-20200904-05-00638-o-so,エレコム 自撮り棒 セルカ棒 Bluetooth リモコン付 ブラック P-SSBBK,1,amazon.jp,Amazon,,東京都,157-0073,,"1,536.00",154,0,0,0,0,0,0,0,-149,-421,0,0,"1,120.00"
2020/10/25 04:56:17JST,10740428243,注文,250-3316019-9543020,si-20200904-21-04400-o-so,Jaybird ワイヤレスイヤホン JBD-X4-001BMF ブラックメタリック Bluetooth 防水 防汗 IPX7 連続再生8時間 スポーツ対応 X4 ?,1,amazon.jp,Amazon,,神奈川県,214-0021,,"6,182.00",618,0,0,0,0,0,0,0,-748,-421,0,0,"5,631.00"
2020/10/25 06:23:09JST,10740428243,返金,503-8360659-2098235,wm-20200501-04-01500-o-so,PlayStation 2 オーシャン・ブルー【メーカー生産終了】,1,amazon.jp,Amazon,,北海道,062-0904,,"-3,982.00",-398,0,0,0,0,0,0,0,346,0,0,0,"-4,034.00"
2020/10/25 12:34:13JST,10740428243,注文,250-2459147-5876610,gf-20200926-19-02750-o-so,HG ガンダムベース限定 モビルドールメイ ガンダムベースカラー ガンダムビルドダイバーズRe:RISE プラモデル,1,amazon.jp,Amazon,,愛知県,490-1144,,"4,527.00",453,373,37,0,0,0,-373,-37,-548,-421,0,0,"4,011.00"
2020/10/25 13:53:17JST,10740428243,注文,250-7667196-9465427,at-20201113-14-00090-o-so,ELECOM PS Vita カードケース 4枚収納 【PlayStation オフィシャルライセンス】 ブラック GM-VITACM1BK,1,amazon.jp,出品者,,東京都,206-0023,,618,62,0,0,0,0,0,0,0,-112,0,0,0,568
2020/10/25 14:25:23JST,10740428243,注文,250-0585828-4454212,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,大阪府,577-8550,,"2,709.00",271,373,37,0,0,-1,-373,-37,-262,-712,0,0,"2,005.00"
2020/10/25 15:08:40JST,10740428243,注文,250-6079289-3904632,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,福岡県,811-2317,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/25 15:30:10JST,10740428243,注文,250-4130378-6847051,si-20200904-21-04400-o-so,Jaybird ワイヤレスイヤホン JBD-X4-001BMF ブラックメタリック Bluetooth 防水 防汗 IPX7 連続再生8時間 スポーツ対応 X4 ?,1,amazon.jp,Amazon,,東京都,125-0062,,"6,182.00",618,0,0,0,0,0,0,0,-748,-421,0,0,"5,631.00"
2020/10/25 15:45:12JST,10740428243,注文,250-5409250-0066219,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,神奈川県,245-0013,,"1,273.00",127,42,4,0,0,0,-42,-4,-154,-381,0,0,865
2020/10/25 18:09:53JST,10740428243,注文,503-8171875-2911052,bf-20200809-13-11200-o-so,DRAGON BALL Z DVD BOX DRAGON BOX VOL.1,1,amazon.jp,Amazon,,佐賀県,840-2212,,"14,264.00","1,426.00",0,0,0,0,0,0,0,"-2,743.00",-467,0,0,"12,480.00"
2020/10/26 01:14:30JST,10740428243,注文,503-3898269-3341458,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,千葉県,274-0825,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/26 06:17:37JST,10740428243,注文,250-5440277-5741440,rs-20200904-31-02400-o-so,ねんどろいど アベンジャーズ/エンドゲーム キャプテン・アメリカ エンドゲーム・エディション スタンダードV,1,amazon.jp,Amazon,,秋田県,014-0369,,"3,618.00",362,0,0,143,14,0,0,0,-438,-578,0,0,"3,121.00"
2020/10/26 13:07:37JST,10740428243,注文,503-3216456-9159038,rs-20200926-10-07920-o-so,COMPLETE SELECTION MODIFICATION ダブルドライバー(ver.1.5) (CSMダブルドライバー(ver.1.5)) 仮面ライダー ヒーロー ライダー,1,amazon.jp,Amazon,,京都府,616-8167,,"13,273.00","1,327.00",0,0,0,0,0,0,0,"-1,606.00",-467,0,0,"12,527.00"
2020/10/26 13:16:38JST,10740428243,注文,250-5835208-8887032,gf-20190927-50-03740-o-so,HG 1/144 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ(デストロイモード) 機動戦士ガンダムU,1,amazon.jp,Amazon,,北海道,047-0036,,"4,982.00",498,0,0,0,0,0,0,0,-603,-467,0,0,"4,410.00"
2020/10/26 14:00:20JST,10740428243,注文,503-8780873-7300652,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,千葉県,279-0004,,"5,431.00",543,186,19,0,0,0,-186,-19,-526,-421,0,0,"5,027.00"
2020/10/26 15:29:06JST,10740428243,注文,503-1459735-7475815,tz-20200926-21-00286-o-so,仮面ライダーブットバソウル オフィシャルバインダー,1,amazon.jp,Amazon,,千葉県,277-0871,,900,90,0,0,0,0,0,0,0,-109,-421,0,0,460
